keyword,count,related phrase,related keyword,number of related bugs
ext,7,allocate status ext ps ps;bbf fcunix ext signal segmentation;fa unix ext signal abort;pc unix ext signal abort;php_parserr function ext standard dns,device;sparrow;ttyusb;gi;show,7
cal,7,usr sbin cal cal_locale py;usr sbin cal cal_aaa py;usr sbin cal cal_ssh py;usr sbin cal cal_ipsec py;usr sbin cal cal_aaa py,file;usr;config;line;error,5
uptime,7,build sync uptime minutessystem return;fc gps uptime hours minutessystem;jaf bfhp uptime weeks hours;build sync uptime day minutessystem;build sync uptime minutessystem return,version;software;clock;ie;show,7
transfer,7,port time transfer feedforward priority;port time transfer linear filter;priority time transfer linear filter;authenticate data transfer;import export transfer anduse delivery,data;clock;system;show;ptp,6
kindly,7,len ffffffc kindly check attachment;leak ir kindly find configs;bootup time kindly find log;request well kindly consider must;seem kbps kindly allow provide,cwan_eth;netmap_transmit;hwcur;ir;full,7
spi,7,console switch spi flashpower cycle;ir verify_error spi flash verification;fail erase spi memory identify;recognize new spi part macronix;blocksize detect spi flash page,disable;console;command;password;root,5
il,7,name ir il poe descr;uname ir il poe descr;ce firefox il mfpz cve,lte;vid;pid;descr;ir,3
sierra,7,cellular descr sierra wireless mc;cellular descr sierra wireless mc;cellular descr sierra wireless mc,lte;vid;pid;descr;ir,3
continuous,7,continuous intel qat;save start continuous ping ip;profile lead continuous reboot device;reproduce issue continuous shut shut;continuous tcp syn,continuous;address;ie;memory;ir,5
storm,7,tcp syn storm attack cause;packet storm attack cause;tcp syn storm attack hokkaido,cause;sparrow;pool;storm;memory,3
bp,7,gemboa openssl bp zuti cqcd;security ciam bp pvwo jyw;gemboa openssl bp zuti cqcd;memory block bp bbec memorypool,openssl;psirt;bp;cve;ciam,4
aa,7,id sflag aa aa data;tracekey dd aa add block;manager traceback aa feda edab;,sparrow;data;packets;receive;memory,4
observation,7,another great observation chaudhry bios;advantage throughput observation till bidir;marker sometimes observation petra device;count iteration observation actually observe;thank discussion observation oct ignition,observation;reload;petra;thank;rtr,7
directories,7,non contiguous directories inodes ind;non contiguous directories inodes ind;lack home directories;list arbitrary directories use root;bootstrap orphan directories please target,file;block;link;dev;fsck,5
cntl,7,line end cntl sparrow config;line end cntl gps config;line end cntl ir config;line end cntl ibd config;line end cntl sparrow config,license;config;command;show;ir,6
sf,7,configuration cgr sf config int;ce openssl sf ah lk;gemboa kernel sf zuti mf;xe ss sf svl xe;sf fix switch,config;psirt;rpl;oct;sf,5
developer,7,remove developer own ssh;case lm developer mode int;make developer cli unavailable,developer;key;mode;ssh;dhcp,3
rtr,7,hello ixia rtr ipsec ikev,traffic;ixia;ipsec;output;rtr,1
less,7,vulnerabilities cvss less cve allow;function allocate less memory expect;clock within less secondgnosis pi;interval slightly less greater callhome;minor loss less loss lower,remote;version;cve;less;allow,6
settings,7,security parameters settings module use;due debug settings normal router;due debug settings normal router;mbps dl settings ul fairly;without default settings crash device,security;mar;settings;device;sparrow,7
begin,7,wrap back begin card saw;test start begin unexpected exit;serial connection begin print follow;show run begin lineline con;database name begin hyphen,file;test;sd;data;line,6
cqcd,7,md zuti cqcd cve ciam;zc zuti cqcd cve ciam;bp zuti cqcd cve ciam;openssl zuti cqcd cve ciam;bp zuti cqcd cve cve,openssl;psirt;cve;do;ciam,7
label,7,either interface label mess startup;vulnerabilities vulnerabilities label mds data;vulnerabilities vulnerabilities label mds data;section interface label connection manager;public key label weweng iot,marker;cve;invalid;detect;input,7
assembly,7,eds file assembly port number;;cip configuration assembly default value;,file;port;number;assembly;eds,4
dl,7,sparrow low dl thoughtput send;clear imix dl throughput failry;ge copper dl port poe;vulnerabilities elf dl object certain,ul;sparrow;output;mbps;dl,4
role,7,agent ha role change active;;portname edge role gi pri;switch client role correctly config;authenticate members role add remove,state;mar;role;mode;interface,5
malformed,7,requirement process malformed cbc pad;impact;errors associate malformed sign attribute;string certain malformed function definitions;,openssl;bash;psirt;cve;ciam,7
gpio,7,sw control gpio signal sim_pwr_en;warbler gpio configuration lora,sim;modem;signal;card;gpio,2
recent,7,password ciscotraceback recent call last;thread traceback recent call last;remain affect recent ntp version;see boot recent image nooib,file;usr;py;line;python,4
mem,7,dp flow mem memory available;end wr mem reload ie;vds fix mem server module;sparrow sh mem debug leak;find configs mem leak attach,module;cgr;vlan;mrp;memory,6
permanent,7,fix occurrence permanent occasional permanent;moreno occurrence permanent occasional permanent;neighbour dut permanent occasional permanent;universalk moccurrence permanent occasional occasional,sfp;fe;sd;ie;card,4
ioxvm,7,commit new ioxvm binary ios;new ioxvm version missingcommit;new ioxvm binary cgr,czai;cve;new;kx;ciam,3
capability,7,give interface capability petra petra;story us capability determination use;cip data capability bits field;lou usage capability exceed although,ethernet;us;cip;interface;story,4
aaaa,7,tree figure aaaa bbbb cccc;perform dual aaaa dns query,dddd;bbbb;aaaa;dag_size;cccc,2
freeze,7,nburra warbler_modem freeze time mar;tslo warbler_b freeze time mar;warbler lrr freeze issuecorsicalrr freeze;ce player freeze use videos,config;sqlite;lorawan;show;root,4
binos,7,status usr binos conf pvsm_common;cpp datapath binos iosd code;arm le binos clang compiler,usr;start;test;binos;error,3
maximum,7,powersupply slotnum maximum allocate status;block gap maximum allow inter;bdi udi maximum change tps;minute exceed maximum limit specify;rate serial maximum baud rate,vlan;gi;class;show;maximum,5
rj,7,sfp cable rj cable use;media copper rj link reload;sparrowconnect straight rj cable ir;media type rj jan lineproto,port;number;alarm;profile;attach,4
acl,7,acl program upon;,program;root;interface;ip;acl,2
specify,7,;ensure either specify notification begin;maximum limit specify platform jun;setsockopt option specify allow local;hokkaidohello review specify expect throughput,notification;specify;ie;ignition;flash,6
hspa,7,lte dc hspa hspa slot;lte dc hspa hspa hspa,cgr;cellular;grwic;lte;output,2
whole,7,memory fragmentation whole cgr router;caf remove whole ios caf;without restart whole system attacker;cycle cpu whole box want;minutes hang whole system run,whole;caf;ios;da;memory,6
weekly,7,gb engineer weekly buildwhen cgr;gb engineer weekly buildtechnical support;gb engineer weekly bundle install;gb engineer weekly buildsystem image;gb engineer weekly ir join,cgr;software;rpl;gb;ir,6
addition,7,sdk version addition provide hw;still apply addition newer versions;addition cpld rommon;ntpd addition ir cgr;cip attribute addition ipdt probe,cgr;grwic;version;cve;shchang,5
datapath,7,prelib_dl cmandsparrow datapath mar link;feature ipsec datapath drop clear;platform cpp datapath binos iosd;fpga upgradesparrow datapath xe ss,datapath;change;platform;mar;active,4
infrastructure,7,blackheart license infrastructure nooib blackheart;silent roll infrastructure petra hellcat,license;initialize;infrastructure;unassigned;yes,2
cscvm,7,cscvk clone cscvm remove release;cscvk clone cscvm bug use;nooib clone cscvm sw_id sl;callisto clone cscvm clone cscvm;ipdt enhancement cscvm bug ipdt,clone;cscvk;dhcp;cscvm;attribute,5
cscvn,7,etc clone cscvn imsp macsec;nooib clone cscvn error generate;aut clone cscvn xe feat;aut clone cscvn xe feat;marcio well cscvn thank,sa;sparrow;clone;macsec;cscvn,6
vdb,7,event new vdb cookie create,event;vlan;mcsn;apr;dbg,1
cookie,7,new vdb cookie create vlan,event;vlan;mcsn;apr;dbg,1
lanbase,7,software ies lanbase version test;env variable lanbase switch jan,switch;lanbase;dc;da;bb,2
cfg,7,verify src cfg dat error;dirflash feb cfg dec sla;mode manager cfg prio cli;configuration golden cfg file see;ip instead cfg host ip,cfg;sync;mode;image;flash,5
panid,7,marker ieee panid invalid input;ssid lzhao panid phy mode;coefficient ieee panid ieee ssid;change cgr panid configuration range,cgr;invalid;detect;ieee;input,4
increase,7,file size increase original bytes;mappings thus increase privilege system;mappings thus increase privilege system;roughly time increase regular bootup;major revision increase platforms per,file;switch;config;bytes;bug,6
pd,7,switch ie pd linkrunner tester;capabilities np pd device type;build petra pd port cip;cgr init pd cgr git,port;gi;show;ie;ac,4
mrm,7,log jan mrm lic request,jan;license;debug;mrp;mrm,1
ssid,7,marker ieee ssid cgrtest invalid;number eui ssid lzhao panid;panid ieee ssid changshaieee txpower;number eui ssid crdc kpanid;number eui ssid yonglab epanid,cgr;wpan;invalid;ieee;input,5
routercisco,7,integrate service routercisco industrial isr,service;cisco;industrial;integrate;ir,1
declassify,7,trigger use declassify trigger blackheart,zeroization;service;trigger;declassify;erase,1
trax,7,trax modbus system,value;alarm;respond;trax;present,1
mds,7,psirt tps mds jun cve;psirt tps mds jun cve;statement form mds form describe,security;cve;data;bug;sample,3
porter,7,src apm porter apm xxx_intr,src;loader;apm;utils;dtc,1
authenticity,7,show software authenticity run output;show software authenticity file verify,support;software;show;ir;authenticity,2
df,6,;;ee cfdd df ad ff;adjustment please df output dev;,module;gps;lte;size;sfr,5
resource,6,query long resource record;report request;unspecified combinations resource record;sparrow mismatch resource limit different;corsica resource depletion denial,psirt;cve;esv;resource;ciam,6
dms,6,evaluation dms cve dirty;evaluation dms openssl march;evaluation dms ntp november;evaluation dms glibc_feb_ bugdom;dmp evaluation dms openssl january,cve;url;cisco;bug;please,6
extension,6,;dtls srtp extension openssl allow;point;packet contain extension field;relate carrier extension process symbol,openssl;psirt;extension;cve;ciam,5
secret,6,config enable secret hostname standalonelive;unencrypted cleartext secret min character;security share;config enable secret hn ujkrnnzajebo;loss recovery secret contrary make,config;show;secret;password;lpwa,6
though,6,snoop even though vlan delete;insert even though sfp insert;bootflash even though dir usb;lab issue though report profinet;information even though remove act,snoop;number;vlan;igmp;show,6
suite,6,input yang suite get config;http test suite testsuite linux;ecdh cipher suite use allow;dannymacsec cipher suite gcm aes;ssa gb suite license information,use;cgr;vty;number;line,6
timestamp,6,syslog server timestamp wrongie phase;;able get timestamp retriesiot winter;sudo user timestamp epoch,timestamp;size;log;lm;ie,4
vlpwa,6,barnes vlpwa modem authentication;info show vlpwa pktfwd info;vlpwa add ntp;vlpwa add interface,info;vlpwa;clone;modem;lpwa,4
accordingly,6,configure ir accordingly configure warbler;virtual interface accordingly link one;version update accordingly;improve align accordingly isssue show;need update accordingly note able,warbler;version;modem;lpwa;ir,5
pkcs,6,ldevid sep pkcs message contain;link url pkcs crypto pkcs;syntax cms pkcs openssl properly,psirt;pkcs;sep;crypto_pki;certificate,3
jyw,6,aec pvwo jyw cve ciam;openssl pvwo jyw cve ciam;openssl pvwo jyw cve ciam;openssl pvwo jyw cve ciam;dbt pvwo jyw cve ciam,openssl;psirt;cve;ciam;crypto,6
enforce,6,url zd enforce certain constraints;url zd enforce certain constraints;link url enforce user group;link url enforce user group;url properly enforce admin option,cve;certificate;enforce;ciam;crypto,6
fragmentation,6,cause memory fragmentation alternate pool;cause memory fragmentation alternate pool;massive memory fragmentation whole cgr;clienthello message fragmentation communication client,cgr;cause;pool;process;memory,4
account,6,add user account remove user;involve user account lack home;kernel namespace account etc;missingcreation developer account require developer,developer;samba;share;add;account,4
describe,6,product vulnerabilities describe detail url;mds form describe security privacy;reason reload describe file contain;accompany documentation describe daemon applications;problem problem describe ddts resolve,file;security;product;describe;cve,6
